CLASS_SPECIES,CLASS_KEY,KEY_COUNT,KEY_TEXT,TRIGGER_ID,CAMERA_SEQ_NO,TRIGGER_DATETIME
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000020143674,63902,19-Nov-20
Raccoon,RACCOON_AMT,1,NA,SSWI000000017019851,69993,28-Feb-20
Coyote,COYOTE_AMT,3,NA,SSWI000000020961888,53965,26-Feb-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019578888,77063,15-Oct-20
"Grouse, Ruffed",GROUSE_YOUNG_PRESENT,NA,Y,SSWI000000013425467,41600,2-Jul-19
Deer,DEER_FAWN_AMT,3,NA,SSWI000000018562690,34610,4-Aug-20
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000018562690,34610,4-Aug-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000016525018,65122,29-Oct-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000016525020,65122,29-Oct-19
Fisher,FISHER_AMT,1,NA,SSWI000000011402032,49124,26-Dec-18
Fisher,FISHER_AMT,1,NA,SSWI000000016216477,50031,22-Nov-19
Otter,OTTER_AMT,1,NA,SSWI000000017236030,60101,6-May-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000020313773,42948,8-Nov-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000014910213,32545,10-Sep-19
Otter,OTTER_AMT,1,NA,SSWI000000017235986,60101,28-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000015354305,58682,26-Sep-19
Coyote,COYOTE_AMT,1,NA,SSWI000000018921706,55621,30-Jul-20
Otter,OTTER_AMT,1,NA,SSWI000000021540510,85412,9-Apr-21
Wolf,WOLF_AMT,1,NA,SSWI000000019906876,42943,19-Sep-20
Otter,OTTER_AMT,2,NA,SSWI000000021540482,85412,6-Apr-21
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019814173,53997,13-Aug-20
Mink,MINK_AMT,1,NA,SSWI000000015917008,61160,1-Nov-19
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000021378454,58669,18-Mar-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000006815185,33007,17-Sep-17
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000006815184,33007,17-Sep-17
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000005529253,23220,21-Jun-17
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000004809863,23375,20-Feb-17
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000015044489,54094,8-Sep-19
Coyote,COYOTE_AMT,1,NA,SSWI000000019833274,43462,1-Nov-20
Wolf,WOLF_AMT,1,NA,SSWI000000018921778,55621,27-Aug-20
Elk,ELK_COLLAR_PRESENT,NA,Y,SSWI000000020280610,42084,26-Apr-20
Coyote,COYOTE_AMT,1,NA,SSWI000000016161741,28853,28-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000021800350,86424,7-May-21
Fisher,FISHER_AMT,1,NA,SSWI000000008659293,32140,24-May-18
Fisher,FISHER_AMT,1,NA,SSWI000000016699914,49370,2-Mar-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021657847,87348,7-May-21
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000020301977,43103,2-Apr-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008193001,35620,28-Oct-17
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000005985722,28853,1-May-17
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019828060,77071,1-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000016489494,53993,26-Jan-20
Wolf,WOLF_AMT,1,NA,SSWI000000016962405,55621,1-Apr-20
Otter,OTTER_AMT,1,NA,SSWI000000017106420,43496,14-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000018982148,55633,9-Sep-20
Weasel,WEASEL_AMT,1,NA,SSWI000000010709743,46446,21-Sep-18
Mink,MINK_AMT,1,NA,SSWI000000016467527,61160,21-Dec-19
Otter,OTTER_AMT,3,NA,SSWI000000021593873,34618,11-May-21
Fisher,FISHER_AMT,1,NA,SSWI000000016702462,48300,10-Mar-20
Otter,OTTER_AMT,1,NA,SSWI000000020564645,31909,9-Dec-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017106571,43496,2-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000013052495,54029,27-Apr-19
Wolf,WOLF_AMT,1,NA,SSWI000000018720704,76112,9-Aug-20
Deer,DEER_ADULT_UNKNOWN_AMT,3,NA,SSWI000000020280494,42084,6-Apr-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000017290617,43150,4-Mar-20
Coyote,COYOTE_AMT,1,NA,SSWI000000020300300,32164,14-Oct-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000016842284,32526,7-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000017327729,62364,4-May-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000017531128,47774,18-Apr-20
Wolf,WOLF_AMT,1,NA,SSWI000000019697577,65747,23-Aug-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021381808,87360,19-Apr-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160435,28853,13-Dec-19
Deer,DEER_ADULT_ANTLERED_AMT,1,NA,SSWI000000019828145,77071,10-Sep-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162049,28853,3-Jan-20
Wolf,WOLF_AMT,1,NA,SSWI000000019697569,65747,18-Aug-20
Mink,MINK_AMT,1,NA,SSWI000000011904274,51008,16-Mar-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160784,28853,15-Dec-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000006611130,32545,13-Aug-17
Fisher,FISHER_AMT,1,NA,SSWI000000014759343,54297,1-Sep-19
Otter,OTTER_AMT,2,NA,SSWI000000018677373,60101,28-Jul-20
Fisher,FISHER_AMT,1,NA,SSWI000000006486068,39900,15-Aug-17
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020300710,32164,8-Nov-19
Mink,MINK_AMT,1,NA,SSWI000000016467514,61160,19-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000016952892,50146,17-Mar-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021470711,46969,2-May-21
Wolf,WOLF_AMT,1,NA,SSWI000000019697540,65747,5-Aug-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162149,28853,3-Jan-20
Fisher,FISHER_AMT,1,NA,SSWI000000015850482,26685,3-Nov-19
Fisher,FISHER_AMT,1,NA,SSWI000000021141340,65829,14-Mar-21
Weasel,WEASEL_AMT,1,NA,SSWI000000019101215,50229,15-Sep-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000020236240,7240,7-Dec-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021742239,66125,10-May-21
Deer,DEER_FAWN_AMT,2,NA,SSWI000000006807033,23362,25-Aug-17
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000021735855,65829,8-Apr-21
Coyote,COYOTE_AMT,1,NA,SSWI000000016162156,28853,3-Jan-20
Coyote,COYOTE_AMT,1,NA,SSWI000000020927432,62357,24-Jan-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000011061893,7242,28-Sep-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020280875,42084,11-Jun-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000020057923,73672,19-Nov-20
Fisher,FISHER_AMT,1,NA,SSWI000000008217820,33086,17-Mar-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160449,28853,13-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000015984088,35564,17-Nov-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000012447990,46138,25-Apr-19
Coyote,COYOTE_AMT,1,NA,SSWI000000016160634,28853,15-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021087346,83301,24-Mar-21
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000016108785,63902,21-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000021472128,32441,10-Feb-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161559,28853,27-Dec-19
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020280612,42084,26-Apr-20
Mink,MINK_AMT,1,NA,SSWI000000016776118,77025,26-Mar-20
Opossum,OPOSSUM_AMT,1,NA,SSWI000000016161590,28853,27-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000012026327,34647,26-Jan-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000007368036,65,2-Dec-17
Otter,OTTER_AMT,1,NA,SSWI000000021615788,60101,20-Mar-21
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000020152778,43068,1-Dec-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020301996,43103,10-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161928,28853,2-Jan-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019828053,77071,31-Jul-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019828048,77071,31-Jul-20
Wolf,WOLF_AMT,1,NA,SSWI000000012334907,49097,2-Dec-18
Fisher,FISHER_AMT,1,NA,SSWI000000016699949,49370,14-Mar-20
Fisher,FISHER_AMT,1,NA,SSWI000000016704754,49365,8-Jan-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017587515,43522,2-Jun-20
Coyote,COYOTE_AMT,1,NA,SSWI000000018122150,69962,14-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000020944382,85394,8-Mar-21
Fisher,FISHER_AMT,1,NA,SSWI000000016699920,49370,4-Mar-20
Fisher,FISHER_AMT,1,NA,SSWI000000014090875,49397,30-Jul-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000007960636,43464,21-Mar-18
Fisher,FISHER_AMT,1,NA,SSWI000000006986066,7240,29-Aug-17
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160518,28853,13-Dec-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000021736003,65829,9-May-21
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020280549,42084,14-Apr-20
Opossum,OPOSSUM_AMT,1,NA,SSWI000000016161592,28853,27-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000017515309,46272,14-Feb-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000007667469,31403,19-Oct-17
Wolf,WOLF_AMT,1,NA,SSWI000000019697639,65747,19-Sep-20
Fisher,FISHER_AMT,1,NA,SSWI000000015850483,26685,3-Nov-19
Coyote,COYOTE_AMT,1,NA,SSWI000000020301952,43103,18-Mar-20
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000020301604,43103,25-Oct-19
Fisher,FISHER_AMT,1,NA,SSWI000000008206834,30762,10-Feb-18
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000020280551,42084,14-Apr-20
Coyote,COYOTE_AMT,1,NA,SSWI000000022139519,81388,12-May-21
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000012386632,43844,26-Apr-19
Opossum,OPOSSUM_AMT,1,NA,SSWI000000016161587,28853,27-Dec-19
Wolf,WOLF_AMT,2,NA,SSWI000000020736664,55621,12-Nov-20
Porcupine,PORCUPINE_AMT,1,NA,SSWI000000020300661,32164,13-May-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000020280606,42084,26-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000011570879,51814,6-Jan-19
"Fox, Red",FOXRED_AMT,1,NA,SSWI000000023410484,33011,14-Aug-21
Wolf,WOLF_AMT,1,NA,SSWI000000012076781,54058,26-Jan-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020280707,42084,29-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000021276107,39889,16-Mar-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019585805,26714,13-Oct-20
Mink,MINK_AMT,1,NA,SSWI000000004966626,28218,23-Mar-17
Weasel,WEASEL_AMT,1,NA,SSWI000000020588807,48263,20-Nov-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008861977,43522,2-May-18
Fisher,FISHER_AMT,1,NA,SSWI000000013949707,50041,3-Jul-19
Otter,OTTER_AMT,1,NA,SSWI000000020889305,81377,10-Jan-21
Deer,DEER_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000019891204,46942,29-Aug-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000013924231,45383,23-Jul-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160821,28853,15-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000015427192,49843,18-Oct-19
Mink,MINK_AMT,1,NA,SSWI000000019293307,29489,23-Jul-20
Fisher,FISHER_AMT,2,NA,SSWI000000009816649,49148,20-Aug-18
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000020301648,43103,29-Oct-19
Fisher,FISHER_AMT,1,NA,SSWI000000011033954,33108,25-Nov-18
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280745,42084,5-Jun-20
Fisher,FISHER_AMT,1,NA,SSWI000000012323442,26685,9-Jan-19
Fisher,FISHER_AMT,1,NA,SSWI000000011961135,25285,18-Dec-18
Elk,ELK_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020280613,42084,26-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000014751627,65839,31-Aug-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160535,28853,14-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000020135944,83301,25-Nov-20
Deer,DEER_ADULT_ANTLERLESS_AMT,3,NA,SSWI000000014751617,65839,31-Aug-19
Wolf,WOLF_AMT,1,NA,SSWI000000018270170,61758,21-Jul-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008485860,42026,25-Mar-18
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162011,28853,2-Jan-20
Fisher,FISHER_AMT,1,NA,SSWI000000015781809,46271,25-Nov-19
Mink,MINK_AMT,1,NA,SSWI000000019293540,29489,7-Aug-20
Coyote,COYOTE_AMT,1,NA,SSWI000000016162080,28853,3-Jan-20
Wolf,WOLF_AMT,1,NA,SSWI000000019697391,65747,6-Jun-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000004976229,30747,24-Apr-17
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000010020630,45720,5-Sep-18
Fisher,FISHER_AMT,1,NA,SSWI000000007821512,33566,13-Jan-18
Wolf,WOLF_AMT,1,NA,SSWI000000017986064,43858,11-Jun-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020284273,42084,3-Sep-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280511,42084,10-Apr-20
Coyote,COYOTE_AMT,1,NA,SSWI000000017106749,34667,7-May-20
Wolf,WOLF_AMT,1,NA,SSWI000000018270168,61758,21-Jul-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000020301997,43103,10-Apr-20
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000014205133,32545,27-Jul-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020300352,32164,1-Jan-20
Fisher,FISHER_AMT,1,NA,SSWI000000016481792,54297,18-Feb-20
Fisher,FISHER_AMT,1,NA,SSWI000000021800351,86424,7-May-21
Fisher,FISHER_AMT,1,NA,SSWI000000006959479,32485,14-Sep-17
Coyote,COYOTE_AMT,1,NA,SSWI000000016161276,28853,24-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162137,28853,3-Jan-20
Fisher,FISHER_AMT,1,NA,SSWI000000020889473,81377,21-Dec-20
Wolf,WOLF_AMT,1,NA,SSWI000000006954209,23220,18-Oct-17
Otter,OTTER_AMT,1,NA,SSWI000000021615675,60101,7-Mar-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280650,42084,9-May-20
Porcupine,PORCUPINE_AMT,1,NA,SSWI000000020300129,32164,16-Aug-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161562,28853,27-Dec-19
Fisher,FISHER_AMT,1,NA,SSWI000000016704898,49365,10-Mar-20
Wolf,WOLF_AMT,2,NA,SSWI000000020889335,81377,24-Jan-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162100,28853,3-Jan-20
Weasel,WEASEL_AMT,1,NA,SSWI000000015935827,62124,4-Oct-19
Coyote,COYOTE_AMT,1,NA,SSWI000000016162104,28853,3-Jan-20
Bear,BEAR_ADULT_AMT,1,NA,SSWI000000019828135,77071,4-Sep-20
Mink,MINK_AMT,1,NA,SSWI000000019293645,29489,14-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000015984089,35564,17-Nov-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000012616456,44328,29-Apr-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017334869,49148,20-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016934917,52450,20-Apr-20
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000020043638,80681,3-Nov-20
Fisher,FISHER_AMT,1,NA,SSWI000000019287792,46963,4-Jul-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016747315,46896,2-Mar-20
Otter,OTTER_AMT,1,NA,SSWI000000020489112,33105,17-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160608,28853,15-Dec-19
Otter,OTTER_AMT,1,NA,SSWI000000021771167,58677,13-May-21
Wolf,WOLF_AMT,1,NA,SSWI000000021951385,46460,30-May-21
Bear,BEAR_YOUNG_AMT,1,NA,SSWI000000019828242,77071,30-Oct-20
Wolf,WOLF_AMT,1,NA,SSWI000000021422478,69952,3-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000019823824,82842,7-Oct-20
Fisher,FISHER_AMT,1,NA,SSWI000000016716509,46271,14-Mar-20
Porcupine,PORCUPINE_AMT,2,NA,SSWI000000020300277,32164,8-Oct-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161752,28853,28-Dec-19
Opossum,OPOSSUM_AMT,1,NA,SSWI000000016161605,28853,27-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160520,28853,13-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000013395642,64473,1-Jun-19
Wolf,WOLF_YOUNG_PRESENT,NA,Y,SSWI000000017868253,73597,21-Jun-20
Fisher,FISHER_AMT,1,NA,SSWI000000019465747,29336,10-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016161612,28853,27-Dec-19
Wolf,WOLF_AMT,1,NA,SSWI000000021472129,32441,10-Feb-21
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000009589746,43493,7-Jul-18
Deer,DEER_ADULT_UNKNOWN_AMT,2,NA,SSWI000000017290602,43150,4-Mar-20
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000020301649,43103,29-Oct-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020301031,32164,22-Aug-20
Fisher,FISHER_AMT,1,NA,SSWI000000020071627,32552,6-Nov-20
Fisher,FISHER_AMT,1,NA,SSWI000000012026325,34647,26-Jan-19
Otter,OTTER_AMT,1,NA,SSWI000000021615787,60101,20-Mar-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160845,28853,15-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160615,28853,15-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280658,42084,11-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000013479920,52463,29-May-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000017824199,48860,23-Mar-20
Fisher,FISHER_AMT,1,NA,SSWI000000008422436,32504,28-Feb-18
Deer,DEER_FAWN_AMT,1,NA,SSWI000000019332894,69950,13-Aug-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280753,42084,6-Jun-20
Weasel,WEASEL_AMT,1,NA,SSWI000000015165575,33017,29-Jul-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280694,42084,23-May-20
Fisher,FISHER_AMT,1,NA,SSWI000000006447971,29962,5-Jul-17
Mink,MINK_AMT,1,NA,SSWI000000021381539,87360,9-Mar-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162012,28853,2-Jan-20
Fisher,FISHER_AMT,1,NA,SSWI000000015850534,26685,13-Nov-19
Coyote,COYOTE_AMT,1,NA,SSWI000000020300160,32164,26-Aug-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017429094,65745,30-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021738672,31327,12-Mar-21
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000017290330,43150,24-Feb-20
"Fox, Gray",FOXGRAY_AMT,1,NA,SSWI000000021412097,51122,22-Apr-21
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000019425814,60002,1-Oct-20
Deer,DEER_FAWN_AMT,2,NA,SSWI000000019828049,77071,31-Jul-20
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020245613,32160,25-Oct-20
Coyote,COYOTE_AMT,2,NA,SSWI000000016161775,28853,28-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160852,28853,15-Dec-19
Coyote,COYOTE_AMT,1,NA,SSWI000000020300528,32164,27-Feb-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000021381869,87360,27-Apr-21
Turkey,TURKEY_AMT,1,NA,SSWI000000017168800,52576,26-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016160451,28853,13-Dec-19
Squirrels and Chipmunks,SQUIRREL_AMT,1,NA,SSWI000000020300900,32164,13-Jul-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000019187039,31320,1-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016068874,43200,23-Dec-19
"Grouse, Ruffed",GROUSE_AMT,2,NA,SSWI000000023278751,45862,11-Aug-21
Mink,MINK_AMT,1,NA,SSWI000000015731274,31910,4-Oct-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000010798174,34640,22-Sep-18
Wolf,WOLF_AMT,1,NA,SSWI000000010498133,33109,15-Sep-18
Raccoon,RACCOON_AMT,1,NA,SSWI000000013736254,54406,20-May-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000017136058,39002,8-Apr-20
Fisher,FISHER_AMT,1,NA,SSWI000000015781691,46271,6-Nov-19
Elk,ELK_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020300377,32164,4-Jan-20
"Grouse, Ruffed",GROUSE_AMT,3,NA,SSWI000000010742068,33548,21-Oct-18
Mink,MINK_AMT,1,NA,SSWI000000016776160,77025,30-Mar-20
Coyote,COYOTE_AMT,2,NA,SSWI000000021500161,55348,1-Mar-21
Fisher,FISHER_AMT,1,NA,SSWI000000016716327,46271,10-Feb-20
Wolf,WOLF_AMT,1,NA,SSWI000000016594167,63883,26-Dec-19
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000019828127,77071,4-Sep-20
Weasel,WEASEL_AMT,1,NA,SSWI000000009474790,45383,25-Jun-18
Fisher,FISHER_AMT,1,NA,SSWI000000016716341,46271,13-Feb-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280509,42084,9-Apr-20
Wolf,WOLF_AMT,1,NA,SSWI000000017114242,69964,10-Apr-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017426338,35564,4-Jun-20
Wolf,WOLF_AMT,1,NA,SSWI000000015939331,65137,8-Dec-19
Otter,OTTER_AMT,2,NA,SSWI000000020489270,33105,22-Nov-20
Elk,ELK_ADULT_ANTLERED_AMT,1,NA,SSWI000000016108732,63902,9-Dec-19
Mink,MINK_AMT,1,NA,SSWI000000016467505,61160,15-Dec-19
Otter,OTTER_AMT,4,NA,SSWI000000020483419,39890,15-Nov-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000018483970,33112,9-Aug-20
Mink,MINK_AMT,1,NA,SSWI000000017106349,43496,6-Apr-20
Deer,DEER_ADULT_ANTLERLESS_AMT,2,NA,SSWI000000006807038,23362,25-Aug-17
Bear,BEAR_ADULT_AMT,1,NA,SSWI000000020300030,32164,5-Jul-19
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000018832536,52442,23-Aug-20
Mink,MINK_AMT,1,NA,SSWI000000016680445,57486,18-Mar-20
Snowshoe Hare,SNOWSHOEHARE_AMT,1,NA,SSWI000000020301716,43103,15-Nov-19
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000010102872,32465,26-Aug-18
Fisher,FISHER_AMT,1,NA,SSWI000000016423070,55613,16-Feb-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000019820161,63343,17-Oct-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162143,28853,3-Jan-20
Deer,DEER_ADULT_ANTLERLESS_AMT,1,NA,SSWI000000020280744,42084,5-Jun-20
Wolf,WOLF_AMT,1,NA,SSWI000000010165822,35663,11-Sep-18
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020302203,43103,16-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000016162060,28853,3-Jan-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017382629,65716,14-May-20
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000017273615,61767,4-May-20
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000008485851,42026,22-Mar-18
"Grouse, Ruffed",GROUSE_AMT,1,NA,SSWI000000014874043,43462,19-Sep-19
Fisher,FISHER_AMT,1,NA,SSWI000000011489258,54281,21-Dec-18
Coyote,COYOTE_AMT,1,NA,SSWI000000016161811,28853,28-Dec-19
"Skunk, Striped",SKUNKSTRIPED_AMT,1,NA,SSWI000000018121729,39889,24-Apr-20
Deer,DEER_ADULT_UNKNOWN_AMT,1,NA,SSWI000000020301348,43103,5-Aug-19
